geog,tractid,d,pcalc,adj_rate,ll,ul,h_state,pcalc_state,adj_rate_state,ll_state,ul_state
Census tract,08001008540,.,40195,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008541,.,28975,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008542,5,45345,10.0301,2.9301,21.365,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008543,4,45855,8.8135,2.3152,19.5,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008544,.,27770,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008545,3,36090,7.5413,1.2429,19.161,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008546,.,18310,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008547,3,19210,16.383,3.2824,39.479,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008548,0,8150,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008549,.,21290,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008550,4,41800,10.5485,3.0002,22.691,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008551,0,7745,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008603,3,9995,29.7664,5.5521,73.186,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008604,.,26520,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008605,5,20970,23.3637,7.256,48.627,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008606,.,32270,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008705,3,27735,8.8477,1.2403,23.379,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008706,3,29175,14.0941,3.7634,31.007,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008709,4,39970,11.1453,3.1984,23.897,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008801,3,26370,12.1841,2.5034,29.147,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008802,.,25850,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001008901,.,13320,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009001,5,22675,29.3109,11.2636,55.824,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009002,.,51085,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009101,.,23830,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009103,5,21340,22.134,6.6739,46.591,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009104,.,29830,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009202,5,21220,21.89,6.5096,46.318,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009203,4,22440,14.4911,3.0207,34.519,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009204,6,37590,18.3751,7.227,34.631,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009206,4,11285,42.6389,13.0536,89.23,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009207,6,24035,22.6617,7.6265,45.685,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009304,.,29230,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009306,3,17805,20.0685,4.6545,46.266,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009307,4,19720,19.4841,4.8724,43.832,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009308,.,23030,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009309,3,19945,14.4544,2.5844,35.952,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009310,6,28260,18.791,6.2075,38.169,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009316,3,36455,8.7631,1.788,21.006,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009318,4,32810,15.3642,4.8793,31.702,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009319,5,13615,43.0515,15.2553,84.943,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009320,3,14170,24.9004,5.6969,57.652,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009321,3,19230,13.9049,2.2327,35.563,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009322,3,23210,9.7652,1.1898,26.614,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009323,3,20020,26.5056,8.7515,53.849,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009325,3,26000,12.9091,2.7924,30.412,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009326,0,13605,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009327,.,21140,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009401,5,26245,19.129,6.0557,39.518,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009406,.,22705,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009407,4,25410,16.4193,4.4439,35.951,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009408,0,24115,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009409,.,28015,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009410,.,15285,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009411,.,15270,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009501,4,16235,28.0394,8.1981,59.705,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009502,5,24045,20.5232,6.4102,42.621,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009553,6,18640,34.0278,12.7,65.653,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009603,.,33225,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009604,4,22260,22.8622,7.3141,47.035,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009606,3,13135,21.5718,3.7662,53.994,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009607,5,25485,17.4102,4.9791,37.376,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009608,4,15990,19.5848,3.9,47.277,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009751,5,19035,25.4703,7.8444,53.182,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001009752,.,17340,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001015000,3,14980,19.109,3.3837,47.652,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001060000,0,27420,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001060100,.,39045,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001060200,5,21020,24.0054,7.6296,49.515,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001061200,.,11710,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08001988700,0,0,.,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08003960000,0,9035,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08003960100,0,12465,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08003960200,3,32380,7.8366,1.1604,20.444,2546,27655705,8.89833,8.54735,9.2493
Census tract,08003960300,7,28340,25.4082,10.2396,47.351,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005004951,.,11365,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005004952,4,14485,32.9553,10.0235,69.139,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005551,.,14715,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005552,.,14015,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005553,3,20490,12.2983,1.8009,32.168,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005611,.,27255,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005612,.,19200,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005614,.,15950,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005619,3,24165,10.4561,1.5378,27.321,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005620,.,15110,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005621,0,14530,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005622,3,12860,29.9493,7.5079,67.318,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005623,3,22120,15.3747,3.3762,36.054,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005624,.,14020,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005625,.,16020,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005626,0,19640,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005627,4,23665,18.9763,5.4839,40.582,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005628,3,29100,11.7561,2.5988,27.512,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005629,0,12690,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005630,.,30045,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005631,.,17310,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005632,.,16775,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005633,0,15350,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005634,0,15865,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005635,.,24690,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005636,0,9540,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005700,.,19440,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005800,3,13775,13.2351,0.9953,39.415,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005951,5,23135,19.9629,5.908,42.317,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005005952,3,17910,18.3111,3.8557,43.487,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006000,5,13235,41.9918,14.3389,84.145,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006100,6,15920,38.6228,14.1293,75.172,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006200,3,16895,16.1586,2.6753,41.007,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006300,0,12610,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006400,3,16895,12.4807,1.3194,35.008,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006501,.,11585,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006502,.,17910,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006601,10,28345,39.8185,19.9785,66.429,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006603,0,16605,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006604,5,22695,23.7691,7.9433,48.054,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006704,.,22830,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006705,0,10170,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006706,0,25255,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006707,.,25835,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006708,0,25755,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006709,.,26215,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006711,.,20680,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006712,0,6950,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006713,0,8145,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006808,0,29515,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006815,7,23615,29.3911,11.5934,55.318,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006854,.,14970,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006855,.,29205,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006856,.,45350,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006857,.,11515,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005006858,5,24805,21.526,7.1399,43.652,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007101,.,26155,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007103,0,8260,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007104,0,28060,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007105,.,33025,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007106,0,29845,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007107,3,50440,5.592,0.97,14.022,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007201,0,20505,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007202,3,20370,13.5559,2.2818,34.257,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007301,.,11820,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007302,4,27285,15.2621,4.1234,33.438,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007400,.,27065,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007500,0,12120,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007600,.,18905,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007702,.,21340,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007703,.,23220,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005007704,.,24730,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005015100,.,14545,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080000,.,17725,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080100,.,21330,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080200,5,32975,14.0823,4.1865,29.801,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080300,.,27645,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080400,3,25935,11.0118,1.9435,27.484,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080500,5,17780,29.8093,9.8337,60.581,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080600,0,17165,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080700,4,28970,12.1892,2.7909,28.216,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080800,3,18455,22.3237,5.9718,49.079,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005080900,.,25020,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081000,5,28865,16.299,4.8984,34.352,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081100,7,31150,20.56,7.7203,39.563,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081200,.,23940,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081300,3,15765,20.3805,4.1878,48.752,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081400,.,21180,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081500,0,14525,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081600,.,26075,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081700,0,15025,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081800,0,28230,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005081900,5,35405,15.3241,5.1423,30.929,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082000,.,20810,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082100,4,35650,8.8915,1.7971,21.373,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082200,.,32655,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082300,.,20420,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082400,3,20265,14.8167,2.7968,36.312,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082500,0,11230,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082600,6,26870,21.7111,7.6678,42.9,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082700,.,18270,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082800,0,24495,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005082900,.,23870,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083000,.,18790,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083100,3,33860,8.5473,1.5362,21.23,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083200,.,46860,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083300,3,22630,13.608,2.6533,33.048,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083400,5,35485,15.3091,5.1421,30.887,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083500,6,31590,21.1937,8.1806,40.285,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083600,0,19160,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083700,.,20590,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083800,3,15215,24.2548,5.8211,55.307,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005083900,.,14215,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084000,.,13220,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084100,4,22775,16.286,3.929,37.074,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084200,.,18925,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084300,.,17615,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084400,.,14040,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084500,0,15020,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084600,4,27105,15.0407,3.9839,33.182,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084700,.,21380,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084800,.,17095,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005084900,0,16665,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085000,0,10180,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085100,.,34400,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085200,0,14900,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085300,.,13520,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085400,3,22930,12.5771,2.2498,31.279,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085500,3,27970,12.8372,2.9927,29.547,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085600,0,16950,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085700,4,22340,16.7725,4.089,38.051,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085800,0,8795,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005085900,.,26965,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086000,3,41750,8.4116,1.9144,19.509,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086100,.,23990,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086200,4,33700,11.4391,2.8699,25.707,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086300,3,23400,11.6612,1.9294,29.6,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086400,.,10450,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086500,.,26235,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086600,.,29060,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086700,.,25170,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086800,3,36810,7.0532,1.0827,18.241,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005086900,3,14725,34.2612,10.8881,70.67,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005087000,3,26655,10.3841,1.7538,26.219,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005087100,.,13475,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005087200,4,21245,18.8796,4.924,41.873,2546,27655705,8.89833,8.54735,9.2493
Census tract,08005087300,.,41385,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08007940400,.,6415,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08007974200,0,28425,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08007974300,0,17150,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08007974400,0,12550,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08009964600,0,8325,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08009964700,0,9490,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08011966700,.,29045,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012101,.,23875,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012102,3,37645,7.364,1.2465,18.583,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012103,.,19355,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012104,0,13330,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012105,.,27950,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012201,.,19160,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012202,4,32755,19.8525,7.5262,38.041,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012203,5,37210,9.7558,2.301,22.372,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012204,4,20520,10.9115,1.2994,29.882,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012300,0,34560,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012401,.,30845,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012501,.,13105,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012505,0,20570,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012507,0,22345,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012508,.,16125,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012509,.,16905,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012510,.,22165,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012511,.,31715,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012603,0,16905,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012605,0,8075,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012607,.,27465,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012608,.,12690,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012701,.,31045,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012705,.,21840,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012707,0,12530,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012708,0,25200,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012709,0,9680,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012710,.,18045,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012800,3,61395,5.0334,0.9857,12.209,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012903,0,12125,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012904,.,27485,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012905,0,13250,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013012907,.,17610,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013003,.,35510,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013004,0,17715,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013005,.,16175,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013006,3,28535,8.4645,1.1553,22.504,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013201,0,8505,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013202,0,7375,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013205,0,27355,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013207,0,22660,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013208,.,30425,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013210,3,25920,9.5572,1.361,25.162,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013211,0,30740,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013212,0,23220,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013213,.,47375,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013302,4,25745,15.3797,3.9615,34.256,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013305,3,26685,12.9418,2.8915,30.188,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013306,3,24630,11.469,1.9937,28.741,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013307,3,19420,16.4121,3.3396,39.372,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013308,0,17435,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013401,.,17405,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013402,.,42195,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013503,5,26945,16.7131,4.8415,35.711,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013505,4,21385,21.1103,6.1283,45.07,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013506,0,22270,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013507,0,16750,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013508,.,35920,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013601,0,19675,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013602,0,3895,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013701,.,31175,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013013702,.,30305,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013060600,4,30270,10.4085,2.0881,25.073,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013060700,.,15335,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013060800,.,41165,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013060900,.,23070,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013061300,0,16405,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08013061400,0,20085,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08014030000,3,18780,11.638,1.3228,32.179,2546,27655705,8.89833,8.54735,9.2493
Census tract,08014030100,3,11730,23.0229,3.752,58.661,2546,27655705,8.89833,8.54735,9.2493
Census tract,08014030200,.,9835,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08014030300,3,18635,10.9975,1.0944,31.206,2546,27655705,8.89833,8.54735,9.2493
Census tract,08014030400,0,19205,0,0,0,2546,27655705,8.89833,8.54735,9.2493
Census tract,08014030500,.,29300,.,.,.,2546,27655705,8.89833,8.54735,9.2493
Census tract,08014030600,6,31160,16.1995,5.1499,33.411,2546,27655705,8.89833,8.54735,9.2493
